submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s997675693,p00002,u130979865,1459853067,Python,Python,py,Runtime Error,0,0,136,0/1
s326038154,p00002,u130979865,1459853160,Python,Python,py,Accepted,10,6320,117,1/1
s584303274,p00002,u587151698,1460774228,Python,Python3,py,Wrong Answer,20,7324,44,0/1
s648482927,p00002,u454259029,1460822004,Python,Python3,py,Accepted,30,7492,124,1/1
s548331020,p00002,u160865012,1460938615,Python,Python,py,Runtime Error,0,0,119,0/1
s417631991,p00002,u160865012,1460938733,Python,Python,py,Runtime Error,0,0,128,0/1
s330118324,p00002,u811773570,1461420113,Python,Python3,py,Accepted,30,7524,148,1/1
s856738797,p00002,u473221511,1461635217,Python,Python3,py,Accepted,30,7512,227,1/1
s489017548,p00002,u894114233,1461759299,Python,Python,py,Accepted,10,6332,113,1/1
s327186482,p00002,u617990214,1467118873,Python,Python3,py,Accepted,20,7652,156,1/1
s504197980,p00002,u358919705,1471812294,Python,Python3,py,Wrong Answer,30,7636,112,0/1
s911970956,p00002,u358919705,1471812316,Python,Python3,py,Accepted,30,7696,117,1/1
s099984077,p00002,u393305246,1474184078,Python,Python,py,Runtime Error,0,0,161,0/1
s487536746,p00002,u393305246,1474184126,Python,Python,py,Runtime Error,0,0,160,0/1
s181664659,p00002,u545973195,1475219095,Python,Python3,py,Runtime Error,0,0,91,0/1
s199675270,p00002,u508732591,1475975589,Python,Python3,py,Accepted,20,7556,108,1/1
s748882522,p00002,u508732591,1475975677,Python,Python3,py,Accepted,30,7524,103,1/1
s693437583,p00002,u155232084,1476436426,Python,Python3,py,Runtime Error,0,0,155,0/1
s537227496,p00002,u155232084,1476436747,Python,Python3,py,Runtime Error,0,0,330,0/1
s610743527,p00002,u155232084,1476437454,Python,Python3,py,Wrong Answer,40,7692,200,0/1
s566963069,p00002,u073709667,1476552232,Python,Python3,py,Wrong Answer,20,7620,57,0/1
s847524907,p00002,u831244171,1477586512,Python,Python,py,Runtime Error,0,0,139,0/1
s635107249,p00002,u831244171,1477587134,Python,Python,py,Runtime Error,0,0,92,0/1
s481334113,p00002,u766597310,1477655560,Python,Python,py,Accepted,10,6276,149,1/1
s038203517,p00002,u922871577,1479277710,Python,Python,py,Wrong Answer,10,6264,56,0/1
s001002552,p00002,u922871577,1479277824,Python,Python,py,Accepted,10,6348,91,1/1
s182925427,p00002,u680933765,1479479714,Python,Python3,py,Wrong Answer,20,7544,67,0/1
s521586395,p00002,u301729341,1480859765,Python,Python3,py,Runtime Error,0,0,125,0/1
s447613266,p00002,u435300817,1480896911,Python,Python3,py,Accepted,30,7560,227,1/1
s599715588,p00002,u796112608,1481181649,Python,Python3,py,Accepted,20,7400,161,1/1
s686559163,p00002,u206656948,1481336952,Python,Python3,py,Runtime Error,0,0,112,0/1
s491432646,p00002,u116766943,1483546229,Python,Python,py,Accepted,10,6356,163,1/1
s776363022,p00002,u319774425,1484485863,Python,Python,py,Time Limit Exceeded,40000,6252,375,0/1
s657058062,p00002,u319774425,1484627644,Python,Python,py,Runtime Error,0,0,284,0/1
s506151260,p00002,u811841526,1485605696,Python,Python3,py,Wrong Answer,30,7400,142,0/1
s199063777,p00002,u655138261,1486565716,Python,Python,py,Runtime Error,0,0,191,0/1
s542606438,p00002,u655138261,1486566012,Python,Python3,py,Wrong Answer,30,7580,80,0/1
s829624014,p00002,u901080241,1488946400,Python,Python3,py,Accepted,20,7584,128,1/1
s324189304,p00002,u897625141,1489385399,Python,Python3,py,Accepted,30,7516,179,1/1
s387711664,p00002,u318658123,1489387800,Python,Python3,py,Runtime Error,0,0,275,0/1
s947761267,p00002,u073709667,1490464992,Python,Python3,py,Wrong Answer,20,7552,65,0/1
s638240605,p00002,u073709667,1490465012,Python,Python3,py,Wrong Answer,30,7480,65,0/1
s458439088,p00002,u462831976,1490850915,Python,Python3,py,Accepted,30,7524,317,1/1
s518519711,p00002,u873302699,1490958963,Python,Python,py,Runtime Error,0,0,137,0/1
s305964024,p00002,u873302699,1490959062,Python,Python,py,Runtime Error,0,0,103,0/1
s947645099,p00002,u873302699,1490959092,Python,Python,py,Runtime Error,0,0,108,0/1
s191635254,p00002,u873302699,1490959166,Python,Python,py,Accepted,10,6368,103,1/1
s392372474,p00002,u371289566,1491157709,Python,Python3,py,Accepted,20,7716,112,1/1
s890212265,p00002,u337016727,1491206938,Python,Python3,py,Runtime Error,0,0,291,0/1
s334499021,p00002,u307520683,1491888906,Python,Python,py,Wrong Answer,10,6240,59,0/1
s243061110,p00002,u000317780,1493733688,Python,Python3,py,Accepted,20,7692,328,1/1
s103878717,p00002,u000317780,1493735061,Python,Python3,py,Accepted,20,7596,311,1/1
s659036853,p00002,u327704389,1494290768,Python,Python,py,Runtime Error,0,0,109,0/1
s321101879,p00002,u362104929,1494576364,Python,Python3,py,Runtime Error,0,0,385,0/1
s238678365,p00002,u362104929,1494577856,Python,Python3,py,Accepted,30,7596,421,1/1
s772180528,p00002,u440180827,1496824870,Python,Python3,py,Accepted,30,7528,112,1/1
s027290782,p00002,u340500592,1499403572,Python,Python3,py,Accepted,20,7544,116,1/1
s227320755,p00002,u503263570,1499677011,Python,Python3,py,Accepted,20,7516,90,1/1
s551248146,p00002,u589276934,1499996357,Python,Python3,py,Accepted,30,7532,225,1/1
s731333626,p00002,u187606290,1502042198,Python,Python3,py,Runtime Error,0,0,272,0/1
s247622626,p00002,u821624310,1502458610,Python,Python3,py,Runtime Error,0,0,116,0/1
s324384362,p00002,u821624310,1502459778,Python,Python3,py,Accepted,30,7616,108,1/1
s846480009,p00002,u214404619,1502747346,Python,Python3,py,Accepted,20,7644,167,1/1
s756284833,p00002,u234052535,1502788491,Python,Python3,py,Accepted,20,7584,153,1/1
s598403116,p00002,u234052535,1502788596,Python,Python3,py,Accepted,20,7656,152,1/1
s006058776,p00002,u551456712,1502848198,Python,Python3,py,Accepted,20,7576,83,1/1
s202837609,p00002,u551456712,1502848306,Python,Python3,py,Accepted,20,7672,79,1/1
s437190801,p00002,u299798926,1502855227,Python,Python3,py,Runtime Error,0,0,143,0/1
s005515634,p00002,u724606305,1502860226,Python,Python3,py,Accepted,30,7536,184,1/1
s065435929,p00002,u855694108,1504078998,Python,Python3,py,Wrong Answer,20,7592,136,0/1
s160024722,p00002,u123964252,1504085167,Python,Python3,py,Accepted,20,7608,195,1/1
s658784155,p00002,u525269094,1505103492,Python,Python3,py,Accepted,20,7704,283,1/1
s868557387,p00002,u741801763,1505718015,Python,Python3,py,Runtime Error,0,0,301,0/1
s063636022,p00002,u531482846,1506200077,Python,Python3,py,Wrong Answer,30,7560,79,0/1
s292273481,p00002,u015592390,1507126343,Python,Python3,py,Runtime Error,0,0,153,0/1
s169219416,p00002,u742505495,1507617531,Python,Python3,py,Accepted,20,7636,124,1/1
s796876433,p00002,u926657458,1508955392,Python,Python3,py,Accepted,30,7684,129,1/1
s128792974,p00002,u008204061,1508963188,Python,Python3,py,Wrong Answer,30,7596,115,0/1
s418186908,p00002,u424041287,1509093698,Python,Python3,py,Runtime Error,0,0,144,0/1
s466424209,p00002,u424041287,1509095193,Python,Python3,py,Runtime Error,0,0,109,0/1
s044439350,p00002,u471400255,1510979353,Python,Python3,py,Runtime Error,0,0,197,0/1
s302363572,p00002,u471400255,1510979702,Python,Python3,py,Accepted,20,7740,170,1/1
s696564316,p00002,u987649781,1513177628,Python,Python3,py,Accepted,20,5680,139,1/1
s754618818,p00002,u024715419,1513242605,Python,Python3,py,Wrong Answer,20,5680,123,0/1
s654236830,p00002,u024715419,1513243117,Python,Python3,py,Wrong Answer,20,5676,120,0/1
s671277314,p00002,u024715419,1513243124,Python,Python3,py,Accepted,20,5680,118,1/1
s225170773,p00002,u706217959,1513330337,Python,Python3,py,Runtime Error,0,0,436,0/1
s678771584,p00002,u759934006,1513426577,Python,Python3,py,Accepted,20,5600,151,1/1
s919800615,p00002,u183079216,1513767189,Python,Python3,py,Runtime Error,0,0,171,0/1
s009074618,p00002,u028347703,1514529738,Python,Python3,py,Accepted,20,5692,153,1/1
s065357347,p00002,u737311644,1516408914,Python,Python3,py,Runtime Error,0,0,375,0/1
s298937041,p00002,u737311644,1516409517,Python,Python3,py,Runtime Error,0,0,374,0/1
s462064631,p00002,u803045841,1516548224,Python,Python3,py,Runtime Error,0,0,128,0/1
s051393769,p00002,u613534067,1518966241,Python,Python3,py,Runtime Error,0,0,193,0/1
s347834776,p00002,u553148578,1519814607,Python,Python3,py,Runtime Error,0,0,121,0/1
s295347413,p00002,u179070318,1522821430,Python,Python3,py,Wrong Answer,20,5668,91,0/1
s390429649,p00002,u120970792,1524806617,Python,Python3,py,Runtime Error,0,0,131,0/1
s755378658,p00002,u120970792,1524806684,Python,Python3,py,Runtime Error,0,0,150,0/1
s301809292,p00002,u120970792,1524812236,Python,Python3,py,Accepted,20,5600,191,1/1
s209567572,p00002,u480716860,1525188126,Python,Python3,py,Runtime Error,0,0,300,0/1
s995239498,p00002,u945249026,1525774690,Python,Python3,py,Accepted,30,5592,142,1/1
s815132921,p00002,u940977872,1526339804,Python,Python3,py,Runtime Error,0,0,135,0/1
s425178251,p00002,u940977872,1526343710,Python,Python3,py,Accepted,20,5588,138,1/1
s371487428,p00002,u483248490,1529471030,Python,Python3,py,Runtime Error,0,0,145,0/1
s931797812,p00002,u847467233,1529527738,Python,Python3,py,Accepted,20,5580,152,1/1
s857144446,p00002,u891318575,1346471450,Python,Python,py,Accepted,10,4204,167,1/1
s077384775,p00002,u126791750,1350209893,Python,Python,py,Wrong Answer,10,4204,83,0/1
s844977612,p00002,u735362704,1354634596,Python,Python,py,Accepted,10,4208,268,1/1
s645892535,p00002,u647766105,1354798443,Python,Python,py,Accepted,10,5076,138,1/1
s378235514,p00002,u419407022,1355293261,Python,Python,py,Wrong Answer,20,5440,128,0/1
s016922594,p00002,u147801965,1355911446,Python,Python,py,Runtime Error,0,0,90,0/1
s478868462,p00002,u147801965,1355911517,Python,Python,py,Runtime Error,0,0,93,0/1
s665117574,p00002,u560838141,1356511928,Python,Python,py,Runtime Error,0,0,90,0/1
s682788268,p00002,u560838141,1356512479,Python,Python,py,Accepted,10,4200,133,1/1
s903709419,p00002,u238820099,1358926304,Python,Python,py,Runtime Error,0,0,620,0/1
s599544739,p00002,u273917701,1360672291,Python,Python,py,Accepted,10,4200,126,1/1
s669166198,p00002,u318424563,1366623438,Python,Python,py,Wrong Answer,10,4240,474,0/1
s017421255,p00002,u350508326,1367929162,Python,Python,py,Runtime Error,0,0,93,0/1
s043955944,p00002,u093607836,1369055833,Python,Python,py,Accepted,20,4208,100,1/1
s557784965,p00002,u085789778,1374655113,Python,Python,py,Runtime Error,0,0,249,0/1
s069765643,p00002,u866760195,1378213960,Python,Python,py,Runtime Error,0,0,144,0/1
s114706267,p00002,u866760195,1378218863,Python,Python,py,Accepted,10,4340,205,1/1
s545523016,p00002,u093607836,1381631832,Python,Python,py,Wrong Answer,10,4192,95,0/1
s791788929,p00002,u093607836,1381631922,Python,Python,py,Accepted,20,4200,105,1/1
s504862166,p00002,u674319057,1382283559,Python,Python,py,Runtime Error,0,0,149,0/1
s731186474,p00002,u674319057,1382284225,Python,Python,py,Runtime Error,0,0,164,0/1
s820689903,p00002,u674319057,1382284726,Python,Python,py,Accepted,10,4200,242,1/1
s107121794,p00002,u146816547,1386686036,Python,Python,py,Runtime Error,0,0,98,0/1
s716428291,p00002,u786185717,1387822790,Python,Python,py,Wrong Answer,10,4184,65,0/1
s603127903,p00002,u023846178,1388046802,Python,Python,py,Accepted,10,4184,84,1/1
s685380513,p00002,u912237403,1388815893,Python,Python,py,Runtime Error,0,0,72,0/1
s916767885,p00002,u633068244,1393346204,Python,Python,py,Runtime Error,0,0,103,0/1
s747793873,p00002,u633068244,1393346463,Python,Python,py,Runtime Error,0,0,75,0/1
s825793031,p00002,u193025715,1394713220,Python,Python,py,Runtime Error,0,0,80,0/1
s328112732,p00002,u193025715,1394713352,Python,Python,py,Runtime Error,0,0,77,0/1
s825121443,p00002,u140201022,1395768733,Python,Python,py,Accepted,10,4180,83,1/1
s155812976,p00002,u146816547,1398772681,Python,Python,py,Runtime Error,0,0,68,0/1
s750429671,p00002,u436634575,1400909381,Python,Python3,py,Wrong Answer,30,6720,141,0/1
s662723525,p00002,u770042163,1594045543,Python,Python3,py,Accepted,20,5592,201,1/1
s559819193,p00002,u706903326,1592814251,Python,Python3,py,Accepted,20,5612,212,1/1
s566545893,p00002,u187074069,1592183492,Python,Python3,py,Accepted,20,5652,188,1/1
s166730210,p00002,u390052013,1591959057,Python,Python3,py,Accepted,30,5600,142,1/1
s819033422,p00002,u894788865,1589765532,Python,Python3,py,Accepted,20,5644,112,1/1
s590523764,p00002,u240091169,1588745694,Python,Python3,py,Accepted,20,5588,149,1/1
s948956252,p00002,u713674793,1586517331,Python,Python3,py,Accepted,20,5588,126,1/1
s048557842,p00002,u490578380,1584683627,Python,Python3,py,Accepted,30,5588,172,1/1
s683291224,p00002,u998478961,1583497008,Python,Python3,py,Accepted,20,5596,95,1/1
s538339141,p00002,u642972715,1582100973,Python,Python3,py,Accepted,30,5592,117,1/1
s610243592,p00002,u455877373,1564893538,Python,Python3,py,Accepted,20,5584,110,1/1
s832975369,p00002,u074302614,1564498889,Python,Python3,py,Accepted,20,5596,157,1/1
s701755684,p00002,u313600138,1561962366,Python,Python3,py,Accepted,20,5588,105,1/1
s734608994,p00002,u013648252,1561960345,Python,Python3,py,Accepted,20,5592,110,1/1
s044797205,p00002,u614095715,1560495617,Python,Python3,py,Accepted,20,5604,112,1/1
s948053213,p00002,u264450287,1560323366,Python,Python3,py,Accepted,20,5592,121,1/1
s261076762,p00002,u548252256,1560091152,Python,Python3,py,Accepted,20,5612,118,1/1
s313756372,p00002,u650611266,1555043136,Python,Python3,py,Accepted,20,5604,137,1/1
s736417934,p00002,u033958021,1553178768,Python,Python3,py,Accepted,20,5604,143,1/1
s217262849,p00002,u625806423,1551703746,Python,Python3,py,Accepted,20,5584,107,1/1
s861616055,p00002,u811314383,1550814125,Python,Python3,py,Accepted,20,5672,208,1/1
s282257786,p00002,u379340960,1539902338,Python,Python3,py,Accepted,20,5616,183,1/1
s231378203,p00002,u186297440,1536162397,Python,Python3,py,Accepted,20,5596,143,1/1
s472000044,p00002,u252700163,1532609647,Python,Python3,py,Accepted,20,5584,105,1/1
s922305920,p00002,u930302179,1532257892,Python,Python3,py,Accepted,30,5660,149,1/1
s858324799,p00002,u822200871,1448108088,Python,Python3,py,Accepted,20,7656,184,1/1
s655926610,p00002,u741028040,1540994296,C,C,c,Wrong Answer,0,2044,198,0/1
s704975031,p00002,u904667211,1545267016,C,C,c,Wrong Answer,0,2052,307,0/1
s505090979,p00002,u011621222,1556424704,C,C,c,Wrong Answer,0,1952,435,0/1
s834386135,p00002,u011621222,1556575141,C,C,c,Accepted,0,1904,328,1/1
s713018173,p00002,u950683603,1405070347,C,C,c,Accepted,0,584,522,1/1
s844904181,p00002,u376883550,1406034847,C,C,c,Wrong Answer,0,676,75,0/1
s311345329,p00002,u195954908,1406094616,C,C,c,Time Limit Exceeded,20000,556,227,0/1
s507007344,p00002,u195954908,1406095867,C,C,c,Accepted,0,600,231,1/1
s686669942,p00002,u585391547,1408909602,C,C,c,Accepted,0,600,200,1/1
s624992635,p00002,u374098633,1410219291,C,C,c,Wrong Answer,0,600,222,0/1
s793399651,p00002,u810660681,1411967153,C,C,c,Wrong Answer,0,596,225,0/1
s956423205,p00002,u810660681,1411968723,C,C,c,Accepted,0,600,282,1/1
s130769392,p00002,u652375714,1412144091,C,C,c,Wrong Answer,0,600,189,0/1
s253782747,p00002,u597236063,1412236528,C,C,c,Wrong Answer,0,600,419,0/1
s302994389,p00002,u552277427,1417244448,C,C,c,Wrong Answer,0,612,227,0/1
s373192480,p00002,u517814564,1418718969,C,C,c,Wrong Answer,0,600,225,0/1
s440276090,p00002,u369381079,1424528453,C,C,c,Accepted,0,600,181,1/1
s145480849,p00002,u522516700,1431070485,C,C,c,Compile Error,0,0,253,0/1
s088648494,p00002,u122964852,1432097338,C,C,c,Time Limit Exceeded,20000,596,221,0/1
s239565507,p00002,u572046143,1432216544,C,C,c,Accepted,0,600,247,1/1
s528497372,p00002,u442166898,1432384867,C,C,c,Compile Error,0,0,184,0/1
s082755930,p00002,u221679506,1432690288,C,C,c,Time Limit Exceeded,20000,596,166,0/1
s325887322,p00002,u648717067,1432732758,C,C,c,Accepted,0,600,258,1/1
s542516226,p00002,u890513312,1432950845,C,C,c,Wrong Answer,0,612,171,0/1
s004013345,p00002,u720827585,1434959820,C,C,c,Accepted,0,600,296,1/1
s436222112,p00002,u136473922,1435021297,C,C,c,Wrong Answer,0,600,174,0/1
s062253940,p00002,u650859566,1436834847,C,C,c,Accepted,0,600,599,1/1
s723987517,p00002,u551438531,1440738048,C,C,c,Runtime Error,0,524,206,0/1
s450719800,p00002,u823513038,1441705953,C,C,c,Runtime Error,0,540,148,0/1
s104500871,p00002,u193135415,1443597522,C,C,c,Wrong Answer,0,600,186,0/1
s587051038,p00002,u152317566,1443762980,C,C,c,Wrong Answer,0,600,164,0/1
s857534115,p00002,u152317566,1443763087,C,C,c,Runtime Error,0,556,172,0/1
s712819818,p00002,u135516417,1443944516,C,C,c,Accepted,0,616,236,1/1
s654967418,p00002,u135535178,1446988736,C,C,c,Wrong Answer,0,600,224,0/1
s012840903,p00002,u393312973,1447148866,C,C,c,Wrong Answer,0,600,158,0/1
s770708499,p00002,u400458488,1449560187,C,C,c,Time Limit Exceeded,20000,596,254,0/1
s544204705,p00002,u196440481,1449804701,C,C,c,Wrong Answer,0,560,246,0/1
s131965522,p00002,u975539923,1450002407,C,C,c,Wrong Answer,0,524,502,0/1
s665136666,p00002,u834923093,1450795644,C,C,c,Wrong Answer,0,580,723,0/1
s200309307,p00002,u883287682,1455156697,C,C,c,Compile Error,0,0,115,0/1
s963973231,p00002,u883287682,1455157394,C,C,c,Compile Error,0,0,294,0/1
s430616893,p00002,u595769952,1456109548,C,C,c,Wrong Answer,0,552,576,0/1
s077326054,p00002,u011621222,1456829944,C,C,c,Wrong Answer,0,596,416,0/1
s342219559,p00002,u696108793,1456912333,C,C,c,Compile Error,0,0,430,0/1
s407536966,p00002,u569098935,1460791900,C,C,c,Wrong Answer,0,600,212,0/1
s567015739,p00002,u569098935,1460792331,C,C,c,Accepted,0,600,242,1/1
s539551099,p00002,u883287682,1461253714,C,C,c,Wrong Answer,0,600,208,0/1
s144939890,p00002,u626943287,1463201133,C,C,c,Accepted,0,644,359,1/1
s452723612,p00002,u544325767,1463374247,C,C,c,Accepted,0,600,248,1/1
s528580578,p00002,u757870987,1463728415,C,C,c,Wrong Answer,0,572,420,0/1
s642435313,p00002,u214404619,1464088719,C,C,c,Accepted,0,600,218,1/1
s808960964,p00002,u288794640,1464165101,C,C,c,Runtime Error,0,540,219,0/1
s802077761,p00002,u143603120,1464768184,C,C,c,Wrong Answer,0,644,232,0/1
s897901054,p00002,u721964234,1464768499,C,C,c,Wrong Answer,0,600,250,0/1
s144389110,p00002,u973975705,1464940065,C,C,c,Time Limit Exceeded,20000,592,253,0/1
s233541115,p00002,u178313254,1465014181,C,C,c,Wrong Answer,0,596,723,0/1
s852035227,p00002,u799978228,1465793483,C,C,c,Accepted,0,600,262,1/1
s130102023,p00002,u176770040,1466572677,C,C,c,Runtime Error,0,560,553,0/1
s245356452,p00002,u467541030,1466738481,C,C,c,Wrong Answer,0,600,184,0/1
s334094714,p00002,u313344417,1468410004,C,C,c,Wrong Answer,0,616,457,0/1
s714428036,p00002,u911435714,1468459560,C,C,c,Runtime Error,0,540,182,0/1
s241459413,p00002,u911435714,1468460731,C,C,c,Wrong Answer,0,524,220,0/1
s623411564,p00002,u302788563,1468631617,C,C,c,Wrong Answer,0,596,153,0/1
s544659019,p00002,u895599153,1469421998,C,C,c,Compile Error,0,0,239,0/1
s099449852,p00002,u187737708,1470105007,C,C,c,Runtime Error,0,600,436,0/1
s203996582,p00002,u145666960,1470805961,C,C,c,Wrong Answer,0,600,219,0/1
s706096253,p00002,u816928455,1470974510,C,C,c,Time Limit Exceeded,20000,556,180,0/1
s263188168,p00002,u816928455,1470974955,C,C,c,Time Limit Exceeded,20000,556,206,0/1
s583315849,p00002,u376086644,1471485914,C,C,c,Wrong Answer,0,600,261,0/1
s809833851,p00002,u291509959,1472643739,C,C,c,Accepted,0,600,265,1/1
s796471992,p00002,u666869674,1473776178,C,C,c,Wrong Answer,0,600,184,0/1
s160652259,p00002,u384219119,1474721459,C,C,c,Compile Error,0,0,326,0/1
s140049181,p00002,u172332455,1475295684,C,C,c,Runtime Error,0,600,441,0/1
s794491454,p00002,u172332455,1475296653,C,C,c,Runtime Error,0,524,486,0/1
s437450501,p00002,u172332455,1475296683,C,C,c,Runtime Error,0,524,464,0/1
s310254473,p00002,u568287817,1477186037,C,C,c,Compile Error,0,0,518,0/1
s005214079,p00002,u291301362,1478596946,C,C,c,Accepted,0,600,214,1/1
s560487024,p00002,u146816547,1479284086,C,C,c,Accepted,0,600,296,1/1
s341182640,p00002,u389063211,1479790696,C,C,c,Accepted,0,600,225,1/1
s706253029,p00002,u011621222,1481633551,C,C,c,Runtime Error,0,600,212,0/1
s330375879,p00002,u621974003,1483200094,C,C,c,Accepted,0,600,214,1/1
s567452090,p00002,u626996572,1483693008,C,C,c,Wrong Answer,0,600,381,0/1
s895111179,p00002,u490402975,1490172811,C,C,c,Runtime Error,0,524,803,0/1
s867426365,p00002,u988404890,1492572017,C,C,c,Wrong Answer,0,600,168,0/1
s693515962,p00002,u100370736,1495018333,C,C,c,Compile Error,0,0,35,0/1
s307844587,p00002,u722605389,1495025556,C,C,c,Accepted,0,600,227,1/1
s211335791,p00002,u318480135,1496810828,C,C,c,Compile Error,0,0,213,0/1
s054940269,p00002,u877539319,1498361707,C,C,c,Compile Error,0,0,135,0/1
s984554891,p00002,u877539319,1498366724,C,C,c,Time Limit Exceeded,20000,600,157,0/1
s660662490,p00002,u367105872,1498631743,C,C,c,Accepted,0,600,269,1/1
s679896040,p00002,u634659022,1499098393,C,C,c,Wrong Answer,0,600,350,0/1
s418873600,p00002,u772959354,1500859468,C,C,c,Wrong Answer,0,600,229,0/1
s092030310,p00002,u803964848,1500859626,C,C,c,Wrong Answer,0,600,280,0/1
s749860889,p00002,u367313202,1500958260,C,C,c,Accepted,0,596,223,1/1
s352619746,p00002,u600152841,1501293396,C,C,c,Accepted,0,600,306,1/1
s739696502,p00002,u592477702,1501486957,C,C,c,Runtime Error,0,600,208,0/1
s917931234,p00002,u988834390,1502719095,C,C,c,Wrong Answer,0,644,278,0/1
s557654917,p00002,u087970698,1502942482,C,C,c,Accepted,0,668,178,1/1
s202881780,p00002,u757552675,1503037736,C,C,c,Time Limit Exceeded,20000,592,217,0/1
s603456841,p00002,u589139267,1508524073,C,C,c,Wrong Answer,0,1792,317,0/1
s793577434,p00002,u811314383,1509027049,C,C,c,Time Limit Exceeded,20000,1748,248,0/1
s265736086,p00002,u098977365,1512368670,C,C,c,Wrong Answer,0,1696,157,0/1
s708538226,p00002,u673315234,1512825800,C,C,c,Compile Error,30,0,1374,0/1
s049139268,p00002,u723915999,1513219499,C,C,c,Wrong Answer,0,1788,294,0/1
s254627952,p00002,u723915999,1513219969,C,C,c,Time Limit Exceeded,20000,1748,196,0/1
s464692547,p00002,u723915999,1513220334,C,C,c,Accepted,0,1688,192,1/1
s140137425,p00002,u928135084,1517562733,C,C,c,Wrong Answer,0,2012,161,0/1
s527669240,p00002,u011621222,1523945989,C,C,c,Wrong Answer,0,2040,500,0/1
s563301568,p00002,u637368242,1524141430,C,C,c,Wrong Answer,0,2028,457,0/1
s488585616,p00002,u987655192,1526571958,C,C,c,Wrong Answer,0,2032,179,0/1
s904843656,p00002,u038159486,1526889639,C,C,c,Accepted,0,2028,303,1/1
s185423299,p00002,u506537276,1528160704,C,C,c,Wrong Answer,0,2048,329,0/1
s874625837,p00002,u907421301,1272003836,C,C,c,Wrong Answer,0,0,210,
s308623540,p00002,u915493477,1272078298,C,C,c,Time Limit Exceeded,9990,412,212,
s670235337,p00002,u915493477,1272086552,C,C,c,Accepted,0,0,201,
s550364913,p00002,u372785464,1276199296,C,C,c,Time Limit Exceeded,9990,408,166,
s909027335,p00002,u372785464,1276243551,C,C,c,Wrong Answer,0,0,150,
s090666488,p00002,u752673456,1284518831,C,C,c,Accepted,0,0,170,
