FileName,FunctionName,LoopNumber,LoopNestDepth,ExitBranchCount,InstCount,ArrayAccessCount,ComparisonToZeroCount,ComparisonToConstantCount,IntCmpCount,FloatCmpCount,DoubleCmpCount,PointerCmpCount,NullPointerCmpCount,MemAccessCount,ExpressionCount,IfStmtCount,FunctionCallCount,AssignmentCount,MinArrSize,MaxArrSize,NumNodes,CyclomaticComplexity,AddInstCount,AllocaInstCount,AndInstCount,OrInstCount,BitcastInstCount,BranchInstCount,DivisionInstCount,FMulInstCount,MulInstCount,LoadInstCount,PhiInstCount,StoreInstCount,SubInstCount,ExitCounterValue,MaxLiveVars
s054614938.c,main,3,2,1,22,10,0,0,2,0,0,0,0,10,3,1,0,2,100010,100010,5,3,1,0,0,0,0,5,0,0,0,8,0,2,0,-1,12
s621106052.c,main,0,1,1,13,6,0,0,1,0,0,0,0,6,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,2,0,-1,6
s396135264.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s396135264.c,main,1,1,1,20,8,1,1,2,0,0,0,0,8,5,1,0,2,0,0,5,3,2,0,0,0,0,5,0,0,0,6,0,2,0,-1,8
s320096109.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s320096109.c,main,1,1,1,80,41,0,0,6,0,0,0,0,41,10,5,0,12,100010,100010,17,7,4,0,0,0,0,17,0,0,0,29,0,12,0,-1,12
s320096109.c,main,2,2,1,22,10,0,0,2,0,0,0,0,10,3,1,0,2,100010,100010,5,3,1,0,0,0,0,5,0,0,0,8,0,2,0,-1,12
s320096109.c,main,3,2,1,22,10,0,0,2,0,0,0,0,10,3,1,0,2,100010,100010,5,3,1,0,0,0,0,5,0,0,0,8,0,2,0,-1,12
s735480907.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s002031525.c,main,0,1,1,14,6,0,0,1,0,0,0,0,6,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,5,0,1,0,-1,6
s515538064.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s515538064.c,main,1,1,1,65,28,0,0,7,0,0,0,0,28,10,6,0,5,2300,2300,17,8,3,0,0,0,0,17,0,0,0,23,2,5,0,-1,9
s515538064.c,main,2,2,1,17,7,0,0,2,0,0,0,0,7,3,1,0,1,2300,2300,4,3,1,0,0,0,0,4,0,0,0,6,1,1,0,-1,9
s515538064.c,main,3,2,1,17,7,0,0,2,0,0,0,0,7,3,1,0,1,2300,2300,4,3,1,0,0,0,0,4,0,0,0,6,1,1,0,-1,9
s745407189.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s745407189.c,main,1,1,1,80,41,0,0,6,0,0,0,0,41,10,5,0,12,100010,100010,17,7,4,0,0,0,0,17,0,0,0,29,0,12,0,-1,12
s745407189.c,main,2,2,1,22,10,0,0,2,0,0,0,0,10,3,1,0,2,100010,100010,5,3,1,0,0,0,0,5,0,0,0,8,0,2,0,-1,12
s745407189.c,main,3,2,1,22,10,0,0,2,0,0,0,0,10,3,1,0,2,100010,100010,5,3,1,0,0,0,0,5,0,0,0,8,0,2,0,-1,12
s735480907.c,main,1,1,1,80,41,0,0,6,0,0,0,0,41,10,5,0,12,100010,100010,17,7,4,0,0,0,0,17,0,0,0,29,0,12,0,-1,12
s735480907.c,main,2,2,1,22,10,0,0,2,0,0,0,0,10,3,1,0,2,100010,100010,5,3,1,0,0,0,0,5,0,0,0,8,0,2,0,-1,12
s735480907.c,main,3,2,1,22,10,0,0,2,0,0,0,0,10,3,1,0,2,100010,100010,5,3,1,0,0,0,0,5,0,0,0,8,0,2,0,-1,12
s066140941.c,gcd,0,1,1,12,8,1,1,1,0,0,0,0,8,2,0,0,3,0,0,2,2,0,0,0,0,0,2,0,0,0,5,0,3,0,-1,8
s066140941.c,nCr,0,1,1,20,11,0,0,1,0,0,0,0,11,6,0,0,3,0,0,3,2,2,0,0,0,0,3,1,0,1,8,0,3,1,-1,12
s066140941.c,fact,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s066140941.c,pow,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s002031525.c,main,1,1,1,100,51,1,1,3,0,0,0,0,51,10,2,4,9,0,0,11,4,5,0,0,0,0,11,0,0,0,42,0,9,2,-1,23
s002031525.c,main,2,2,1,25,13,0,0,1,0,0,0,0,13,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,11,0,2,0,-1,19
s002031525.c,main,3,2,1,25,13,0,0,1,0,0,0,0,13,2,0,1,2,0,0,3,2,1,0,0,0,0,3,0,0,0,11,0,2,0,-1,19
s457007779.c,run,0,1,1,14,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,6
s104110143.c,main,0,1,1,22,8,2,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s694147383.c,main,0,1,1,14,5,0,0,1,0,0,0,0,5,3,0,1,1,0,0,3,2,2,0,0,0,0,3,0,0,0,4,0,1,0,-1,6
s484137924.c,main,0,1,1,28,10,0,2,3,0,0,0,0,10,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,8,0,2,0,-1,8
s997797093.c,main,0,1,1,22,8,0,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s168195024.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s168195024.c,main,1,1,1,25,9,2,2,3,0,0,0,0,9,7,2,0,2,100,100,7,4,2,0,0,0,0,7,0,0,0,7,0,2,0,-1,8
s066140941.c,llgcd,0,1,1,12,8,1,1,1,0,0,0,0,8,2,0,0,3,0,0,2,2,0,0,0,0,0,2,0,0,0,5,0,3,0,-1,8
s066140941.c,llnCr,0,1,1,20,11,0,0,1,0,0,0,0,11,6,0,0,3,0,0,3,2,2,0,0,0,0,3,1,0,1,8,0,3,1,-1,12
s066140941.c,llfact,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s066140941.c,llpow,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s066140941.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s066140941.c,main,1,1,1,21,10,0,0,1,0,0,0,0,10,2,0,2,2,131072,131072,3,2,1,0,0,0,0,3,0,0,0,8,0,2,0,-1,15
s066140941.c,main,2,1,1,21,10,0,0,1,0,0,0,0,10,2,0,2,2,131072,131072,3,2,1,0,0,0,0,3,0,0,0,8,0,2,0,-1,15
s287351335.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s287351335.c,main,1,1,1,65,28,1,1,7,0,0,0,0,28,10,6,0,6,2300,2300,17,8,3,0,0,0,0,17,0,0,0,22,2,6,0,-1,9
s287351335.c,main,2,2,1,17,7,0,0,2,0,0,0,0,7,3,1,0,1,2300,2300,4,3,1,0,0,0,0,4,0,0,0,6,1,1,0,-1,9
s287351335.c,main,3,2,1,17,7,0,0,2,0,0,0,0,7,3,1,0,1,2300,2300,4,3,1,0,0,0,0,4,0,0,0,6,1,1,0,-1,9
s964894460.c,main,0,1,1,19,9,0,0,1,0,0,0,0,9,2,0,2,3,100,100,3,2,1,0,0,0,0,3,0,0,0,6,0,3,0,-1,12
s964894460.c,main,1,1,1,26,9,2,2,3,0,0,0,0,9,7,2,0,2,100,100,7,4,2,0,0,0,0,7,0,0,0,7,0,2,0,-1,9
s694147383.c,main,1,1,1,25,9,2,2,3,0,0,0,0,9,8,2,0,2,100,100,6,4,3,0,0,0,0,6,0,0,0,7,0,2,0,-1,8
s433069404.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s433069404.c,main,1,1,1,65,28,0,0,7,0,0,0,0,28,10,6,0,5,2300,2300,17,8,3,0,0,0,0,17,0,0,0,23,2,5,0,-1,9
s433069404.c,main,2,2,1,17,7,0,0,2,0,0,0,0,7,3,1,0,1,2300,2300,4,3,1,0,0,0,0,4,0,0,0,6,1,1,0,-1,9
s433069404.c,main,3,2,1,17,7,0,0,2,0,0,0,0,7,3,1,0,1,2300,2300,4,3,1,0,0,0,0,4,0,0,0,6,1,1,0,-1,9
s233642718.c,main,0,1,1,28,13,0,0,2,0,0,0,0,13,3,1,1,3,2000,2000,5,3,1,0,0,0,0,5,0,0,0,10,0,3,0,-1,12
s233642718.c,main,1,1,1,35,16,0,0,3,0,0,0,0,16,4,2,0,3,2000,2000,7,4,1,0,0,0,0,7,0,0,0,13,0,3,0,-1,9
s585814797.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s585814797.c,main,1,1,1,29,12,1,2,3,0,0,0,0,12,6,2,0,3,2000,2000,7,4,1,0,0,0,0,7,0,0,0,9,0,3,0,-1,7
s641012058.c,main,0,1,1,28,13,0,0,2,0,0,0,0,13,3,1,1,3,2000,2000,5,3,1,0,0,0,0,5,0,0,0,10,0,3,0,-1,12
s641012058.c,main,1,1,1,35,16,0,0,3,0,0,0,0,16,4,2,0,3,2000,2000,7,4,1,0,0,0,0,7,0,0,0,13,0,3,0,-1,9
s470488979.c,main,0,1,1,22,8,0,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s027000675.c,main,0,1,1,22,8,2,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s567806777.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s567806777.c,main,1,1,1,24,9,2,2,3,0,0,0,0,9,7,2,0,2,0,0,6,4,2,0,0,0,0,6,0,0,0,7,0,2,0,-1,8
s393707691.c,run,0,1,1,14,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,6
s767766318.c,main,0,1,1,30,12,0,2,3,0,0,0,0,12,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,10,0,2,0,-1,9
s184069883.c,main,0,1,1,33,12,0,4,5,0,0,0,0,12,11,4,1,3,0,0,9,6,3,0,0,0,0,9,0,0,0,9,0,3,0,-1,5
s875565630.c,main,0,1,1,12,5,1,1,1,0,0,0,0,5,4,0,1,2,0,0,2,2,2,0,1,0,0,2,0,0,0,3,0,2,0,-1,6
s757850460.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s875565630.c,main,1,1,1,12,5,1,1,1,0,0,0,0,5,4,0,1,2,0,0,2,2,2,0,1,0,0,2,0,0,0,3,0,2,0,-1,6
s757850460.c,main,1,1,1,23,8,0,1,2,0,0,0,0,8,8,1,0,2,0,0,5,3,3,0,0,0,0,5,1,0,1,6,0,2,0,-1,9
s057641710.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s057641710.c,main,1,1,1,25,9,2,2,3,0,0,0,0,9,8,2,0,2,0,0,6,4,3,0,0,0,0,6,0,0,0,7,0,2,0,-1,8
s193603709.c,divide,0,1,1,22,10,2,2,2,0,0,0,0,10,8,1,0,3,0,0,4,3,0,0,1,0,0,4,1,0,2,7,0,3,0,-1,8
s193603709.c,digits,0,1,1,10,5,0,1,1,0,0,0,0,5,3,0,0,2,0,0,2,2,1,0,0,0,0,2,1,0,0,3,0,2,0,-1,6
s921622903.c,main,0,1,1,23,8,0,2,3,0,0,0,0,8,8,2,1,2,0,0,6,4,3,0,0,0,0,6,0,0,0,6,0,2,0,-1,6
s529945589.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s529945589.c,main,1,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s699881456.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s699881456.c,main,1,1,1,20,8,1,1,2,0,0,0,0,8,5,1,0,2,102,102,5,3,2,0,0,0,0,5,0,0,0,6,0,2,0,-1,8
s519848941.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s519848941.c,main,1,1,1,20,8,1,1,2,0,0,0,0,8,5,1,0,2,0,0,5,3,2,0,0,0,0,5,0,0,0,6,0,2,0,-1,8
s616037844.c,main,0,1,1,29,10,0,2,3,0,0,0,0,10,8,2,1,2,100,100,6,4,3,0,0,0,0,6,0,0,0,8,0,2,0,-1,11
s090296940.c,main,0,1,1,12,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s090296940.c,main,1,1,1,27,12,1,2,3,0,0,0,0,12,6,2,0,3,2300,2300,7,4,1,0,0,0,0,7,0,0,0,9,0,3,0,-1,6
s533522215.c,main,0,1,1,26,11,0,0,2,0,0,0,0,11,3,1,1,2,2000,2000,5,3,1,0,0,0,0,5,0,0,0,9,0,2,0,-1,12
s370134925.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s370134925.c,main,1,1,1,46,20,1,2,5,0,0,0,0,20,6,4,0,5,2300,2300,12,6,1,0,0,0,0,12,0,0,0,15,0,5,0,-1,9
s193603709.c,bitpow,0,1,1,24,12,2,2,2,0,0,0,0,12,8,1,0,4,0,0,4,3,0,0,1,0,0,4,1,0,2,8,0,4,0,-1,8
s193603709.c,targetdig,0,1,1,11,6,0,0,1,0,0,0,0,6,3,0,0,2,0,0,2,2,1,0,0,0,0,2,1,0,0,4,0,2,0,-1,6
s587541000.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s587541000.c,main,1,1,1,29,12,1,2,3,0,0,0,0,12,6,2,0,3,2000,2000,7,4,1,0,0,0,0,7,0,0,0,9,0,3,0,-1,7
s193603709.c,initSeg,0,1,1,9,4,0,0,1,0,0,0,0,4,2,0,0,1,0,0,2,2,0,0,0,0,0,2,0,0,1,3,0,1,0,-1,5
s193603709.c,initSeg,1,1,1,28,12,0,0,2,0,0,0,0,12,4,1,0,2,0,0,6,3,2,0,0,0,0,6,0,0,0,10,1,2,0,-1,8
s306241993.c,gcd,0,1,1,12,8,1,1,1,0,0,0,0,8,2,0,0,3,0,0,2,2,0,0,0,0,0,2,0,0,0,5,0,3,0,-1,8
s193603709.c,initSeg,2,1,1,24,9,0,1,1,0,0,0,0,9,6,0,0,2,0,0,3,2,3,0,0,0,0,3,0,0,2,7,0,2,0,-1,16
s193603709.c,plainAnswerSeg,0,1,1,25,11,1,2,2,0,0,0,0,11,8,1,0,3,0,0,4,3,2,0,0,0,0,4,2,0,0,8,0,3,1,-1,12
s306241993.c,nCr,0,1,1,20,11,0,0,1,0,0,0,0,11,6,0,0,3,0,0,3,2,2,0,0,0,0,3,1,0,1,8,0,3,1,-1,12
s306241993.c,fact,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s306241993.c,pow,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s193603709.c,solve,0,1,1,61,27,1,1,2,0,0,0,0,27,7,1,3,5,0,0,6,3,1,0,0,0,0,6,0,0,0,22,0,5,4,-1,23
s306241993.c,llgcd,0,1,1,12,8,1,1,1,0,0,0,0,8,2,0,0,3,0,0,2,2,0,0,0,0,0,2,0,0,0,5,0,3,0,-1,8
s193603709.c,solve,1,1,1,108,49,1,1,7,0,0,0,0,49,12,6,0,15,0,0,21,8,5,0,0,0,0,21,0,0,0,34,0,15,0,-1,12
s193603709.c,solve,2,2,1,27,11,0,0,2,0,0,0,0,11,3,1,0,2,0,0,4,3,1,0,0,0,0,4,0,0,0,9,0,2,0,-1,12
s306241993.c,llnCr,0,1,1,20,11,0,0,1,0,0,0,0,11,6,0,0,3,0,0,3,2,2,0,0,0,0,3,1,0,1,8,0,3,1,-1,12
s193603709.c,solve,3,2,1,17,8,0,0,1,0,0,0,0,8,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,2,0,-1,10
s306241993.c,llfact,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s193603709.c,solve,4,2,1,27,11,0,0,2,0,0,0,0,11,3,1,0,2,0,0,4,3,1,0,0,0,0,4,0,0,0,9,0,2,0,-1,12
s306241993.c,llpow,0,1,1,13,7,0,0,1,0,0,0,0,7,3,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,1,5,0,2,0,-1,5
s193603709.c,solve,5,2,1,17,8,0,0,1,0,0,0,0,8,2,0,0,2,0,0,3,2,1,0,0,0,0,3,0,0,0,6,0,2,0,-1,10
s193603709.c,solve,6,1,1,23,9,0,0,2,0,0,0,0,9,3,1,0,2,0,0,4,3,1,0,0,0,0,4,0,0,0,7,0,2,0,-1,9
s306241993.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s193603709.c,main,0,1,1,14,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s306241993.c,main,1,1,1,27,11,0,1,1,0,0,0,0,11,3,0,2,2,2048,2048,3,2,2,0,0,0,0,3,0,0,0,9,0,2,0,-1,22
s306241993.c,main,2,1,1,27,11,0,1,1,0,0,0,0,11,3,0,2,2,2048,2048,3,2,2,0,0,0,0,3,0,0,0,9,0,2,0,-1,22
s306241993.c,main,3,1,1,101,53,1,1,6,0,0,0,0,53,13,5,2,16,2048,2048,17,7,4,0,0,0,0,17,0,0,0,37,0,16,3,-1,15
s306241993.c,main,4,2,1,25,12,0,0,2,0,0,0,0,12,4,1,0,3,2048,2048,5,3,2,0,0,0,0,5,0,0,0,9,0,3,0,-1,9
s306241993.c,main,5,2,1,25,12,0,0,2,0,0,0,0,12,4,1,0,3,2048,2048,5,3,2,0,0,0,0,5,0,0,0,9,0,3,0,-1,9
s313755968.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s992966591.c,main,0,1,1,20,7,0,1,2,0,0,0,0,7,7,1,1,2,0,0,5,3,3,0,0,0,0,5,1,0,0,5,0,2,0,-1,7
s860405267.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s860405267.c,main,1,1,1,20,8,0,1,2,0,0,0,0,8,5,1,0,2,128,128,5,3,2,0,0,0,0,5,0,0,0,6,0,2,0,-1,8
s203796518.c,main,0,1,1,22,8,0,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s238958976.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s238958976.c,main,1,1,1,26,9,1,2,3,0,0,0,0,9,8,2,0,2,105,105,7,4,3,0,0,0,0,7,0,0,0,7,0,2,0,-1,8
s173691374.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s173691374.c,main,1,1,1,20,8,0,1,2,0,0,0,0,8,5,1,0,2,102,102,5,3,2,0,0,0,0,5,0,0,0,6,0,2,0,-1,8
s731647811.c,main,0,1,1,29,10,1,2,3,0,0,0,0,10,7,2,1,2,101,101,6,4,2,0,0,0,0,6,0,0,0,8,0,2,0,-1,9
s481856333.c,main,0,1,1,22,8,0,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s549515464.c,main,0,1,1,22,8,0,2,3,0,0,0,0,8,7,2,1,2,0,0,6,4,2,0,0,0,0,6,0,0,0,6,0,2,0,-1,5
s973482395.c,main,0,1,1,29,12,2,2,3,0,0,0,0,12,8,2,1,3,100,100,6,4,2,0,0,0,0,6,0,0,1,9,0,3,0,-1,10
s795561279.c,main,0,1,1,18,7,1,1,2,0,0,0,0,7,5,1,1,2,0,0,5,3,2,0,0,0,0,5,0,0,0,5,0,2,0,-1,5
s164676912.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
s164676912.c,main,1,1,1,25,9,0,2,3,0,0,0,0,9,8,2,0,2,100,100,6,4,3,0,0,0,0,6,0,0,0,7,0,2,0,-1,8
s133498259.c,count_digit,0,1,1,10,5,1,1,1,0,0,0,0,5,3,0,0,2,0,0,2,2,1,0,0,0,0,2,1,0,0,3,0,2,0,-1,6
s133498259.c,main,0,1,1,28,10,2,2,3,0,0,0,0,10,7,2,1,2,200001,200001,6,4,2,0,0,0,0,6,0,0,0,8,0,2,0,-1,8
s138205972.c,main,0,1,1,13,5,0,0,1,0,0,0,0,5,2,0,1,1,0,0,3,2,1,0,0,0,0,3,0,0,0,4,0,1,0,-1,5
